safe_batch	prefix_on_other_qid	is_publisher	is_person	qid_prefix_count	triage	status	list_prefix	qid	publisher	p31_types	existing_P3035	part_of_P749	replaces_P1365	replaced_by_P1366	aliases_en	batch_group	registry
		yes		3	imprint?	missing	978-0-517	Q5189454	Crown Publishing Group	publishing house		Penguin Random House; Random House			Crown Business | Crown Publishers		
		yes		1	imprint?	missing	978-0-522	Q6811908	Melbourne University Press	university press		University of Melbourne			Melbourne University Press | MUP		
		yes		1	imprint?	missing	978-0-525	Q5317558	E. P. Dutton	publishing house; media distributor; imprint		Penguin Random House; Penguin Group			Dutton Books | E. P. Dutton | E. P. Dutton & Company | E.P. Dutton | E. P. Dutton & Co.		
	Q54820777	yes		2	imprint?	mismatch	978-0-552	Q7835466	Corgi (publisher)	publishing house; book publisher	978-1-905811	Penguin Random House					
				1	imprint?	missing	978-0-563	Q9531	BBC	public broadcaster		Department for Digital, Culture, Media and Sport	British Broadcasting Company Limited		BBC		
		yes		1	imprint?	missing	978-0-570	Q5158981	Concordia Publishing House	publishing house; book publisher		Lutheran Church – Missouri Synod			CPH | Concordia Pub. House | Lutherischer Concordia Verlag | Concordia-Verlag | Editorial Concordia | Luth. Concordia-Verlag		
		yes		3	imprint?	missing	978-0-582	Q911673	Longman	publishing house; family; organization		Pearson Education			Longman & Co. | Messrs. Longmans, Green & Co. | Longmans, Green & Co. | Longmans, Green, Reader, and Dyer | Longman, Hurst, Rees, Orme, Brown, and Green | Longman, Hurst, Rees, Orme, Brown & Green | Longman, Hurst, Rees, & Orme | Longman, Hurst & Co., Paternoster Row, London | Longman, Hurst, Rees and Orme | Longmans | Longmans, Green & Company | Longmans, Green & Co | Longmans, Green, and Co. | Longmans Green & Co Ltd | Longman and Co.		
	Q2908540	yes		1	imprint?	mismatch	978-0-593	Q2609948	Bantam Books	publishing house; imprint	978-0-553	Random House					
				1	imprint?	missing	978-0-607	Q193755	US Geological Survey	United States federal agency; geological survey; national mapping agency		United States Department of the Interior			USGS | US Geological Survey | U.S. Geological Survey | U. S. G. S. | Geological Survey | United States. Dept. of the Interior. Geological Survey | United States. Department of the Interior. Geological Survey		
				4	imprint?	missing	978-0-608	Q2111400	University Microfilms International	privately held company; online database		Cambridge Information Group; Clarivate	University Microfilms International		ProQuest LLC		
		yes		3	imprint?	missing	978-0-609	Q5189454	Crown Publishing Group	publishing house		Penguin Random House; Random House			Crown Business | Crown Publishers		
				4	imprint?	missing	978-0-612	Q2111400	University Microfilms International	privately held company; online database		Cambridge Information Group; Clarivate	University Microfilms International		ProQuest LLC		
		yes		2	imprint?	mismatch	978-0-619	Q2944238	Course Technology	business; publishing house	978-1-4080;978-4-86312	The Thomson Corporation	International Thomson Publishing Corporation		Thomson Learning | Cengage | Cengage Learning		
		yes		1	imprint?	mismatch	978-0-632	Q767319	Blackwell Publishing	publishing house; book publisher	978-1-4051;978-0-631;978-1-55786	Wiley	Blackwell Publishing		Wiley Blackwell		
		yes		1	imprint?	missing	978-0-670	Q921536	Viking Press	publishing house; book publisher; imprint		Penguin Books			Viking Penguin | Viking | The Viking Press		
		yes		1	imprint?	missing	978-0-672	Q4048686	SAMS Publishing	education company		Pearson Education			Sams		
	Q116869681;Q1756332	yes		1	imprint?	missing	978-0-684	Q845617	Charles Scribner's Sons	publishing house		Simon & Schuster			Scribner | Scribner's | C. Scribner's Sons | Charles Scribner and Sons | Charles Scribner’s Sons | Baker & Scribner		
	Q116869692			4	imprint?	missing	978-0-685	Q2111400	University Microfilms International	privately held company; online database		Cambridge Information Group; Clarivate	University Microfilms International		ProQuest LLC		
	Q2874472	yes		1	imprint?	missing	978-0-688	Q8015856	William Morrow & Company	book publisher; imprint		HarperCollins			Morrow | William Morrow and Company		
	Q5016792	yes		5	imprint?	mismatch	978-0-694	Q95149	HarperCollins	book publisher	978-0-00;978-0-06;978-1-85702	News Corp					
				1	imprint?	missing	978-0-7028	Q1109743	John Bartholomew and Son	map publishing company; subsidiary company		HarperCollins					
		yes		2	imprint?	missing	978-0-7083	Q7896557	University of Wales Press	university press; publishing house		University of Wales Trinity Saint David					
				1	imprint?	missing	978-0-7085	Q6035456	Inner London Education Authority	local education authority; committee		Greater London Council	London County Council		ILEA		
		yes		1	imprint?	missing	978-0-7106	Q1340702	Jane's Information Group	business; enterprise; publishing house; organization		Montagu Private Equity			Janes open-source intelligence agency | Janes Intelligence Group | Janes Information Group | JANE'S GROUP UK LIMITED | Jane´s Group UK Limited | Jane´s Group UK Ltd		
		yes		1	imprint?	missing	978-0-7134	Q55740353	Batsford (publisher)	publishing house; imprint		Pavilion Books; Chrysalis Group PLC			Batsford Books | Batsford		
	Q114715623;Q114718812;Q114722456;Q114728544;Q114728592;Q114728605;Q4683271	yes		2	imprint?	missing	978-0-7136	Q3304275	A & C Black	book publisher; imprint; imprint		A. & C. Black Publishers Limited			Adam and Charles Black | Adam & Charles Black		
		yes		1	imprint?	mismatch	978-0-7204	Q746413	North-Holland Publishing Company	book publisher; academic publisher	978-2-8101;978-2-84299;978-2-906077	RELX; RELX Group (Netherlands)			elsevier.com | Elsevier B.V. | Elsevier Publishing Company | Elsevier BV | Elsevier Health Sciences		
		yes		1	imprint?	mismatch	978-0-7248	Q443253	Prentice-Hall	publishing house; book publisher	978-0-13	Pearson Education			Prentice-Hall, inc. | Prentice Hall Press		
		yes		6	imprint?	mismatch	978-0-7251	Q2108217	Macmillan Publishers	publishing house; academic publisher	978-1-4050;978-1-85283	Holtzbrinck Publishing Group		Wiley	Macmillan Publishers Ltd | The Macmillan Group | Macmillan Company | Macmillan Publishers Limited | Macmillan Group | Macmillan Publishers Ltd. | Minotaur Books | Macmillan | Macmillan & Co. | Macmillan and Co. | Macmillan And company limited | Macmillan Company Limited | MACMILLAN AND Co., LIMITED		
		yes		1	imprint?	missing	978-0-7286	Q220144	School of Oriental and African Studies	public research university; constituent college; higher education institution; open-access publisher; educational organization		University of London			SOAS | soas | School of Oriental and African Studies | University of London, School of Oriental and African Studies | School of Oriental & African Studies | SOAS University of London | SOAS, University of London		
				1	imprint?	missing	978-0-7317	Q2981744	Department of Defence (Australia)	defence ministry; department of the Australian Government		Australian Defence Organisation; Australian Government	Department of Defence Co-ordination		Australian Department of Defence | DoD Australia | MoD Australia | Australian Defence Department | Department of Defence [III], Central Office		
		yes		5	imprint?	mismatch	978-0-7322	Q95149	HarperCollins	book publisher	978-0-00;978-0-06;978-1-85702	News Corp					
		yes		6	imprint?	mismatch	978-0-7329	Q2108217	Macmillan Publishers	publishing house; academic publisher	978-1-4050;978-1-85283	Holtzbrinck Publishing Group		Wiley	Macmillan Publishers Ltd | The Macmillan Group | Macmillan Company | Macmillan Publishers Limited | Macmillan Group | Macmillan Publishers Ltd. | Minotaur Books | Macmillan | Macmillan & Co. | Macmillan and Co. | Macmillan And company limited | Macmillan Company Limited | MACMILLAN AND Co., LIMITED		
		yes		1	imprint?	mismatch	978-0-7356	Q2107343	Microsoft Press	book publisher	978-2-10;978-2-84082	Microsoft					
		yes		1	imprint?	missing	978-0-7459	Q6555426	Lion Hudson	publishing house		Society for Promoting Christian Knowledge	Hudson International; Lion Publishing				
		yes		2	imprint?	missing	978-0-7470	Q3304275	Christopher Helm Publishers	book publisher; imprint; imprint		A. & C. Black Publishers Limited			Adam and Charles Black | Adam & Charles Black		
		yes		1	imprint?	mismatch	978-0-7484	Q880582	Taylor and Francis	publishing house; book publisher; open-access publisher; academic publisher	978-0-203	Informa			Taylor & Francis Group | Taylor & Francis, Ltd | taylorandfrancis.com | Taylor and Francis | tandf		
				2	imprint?	mismatch	978-0-7491	Q6420723	Pearson Education	educational publishing company	978-1-4058;978-2-7440;978-2-84211;978-2-326	Pearson plc					
		yes		2	imprint?	mismatch	978-0-7492	Q17153156	Open University Press	business; book publisher; enterprise	978-0-07	McGraw Hill Book Company; Apollo Global Management; Platinum Equity	McGraw-Hill Companies		Open University Press | McGraw-Hill/Irwin | McGraw Hill LLC | MHE | McGraw-Hill		
				1	imprint?	mismatch	978-0-7495	Q1785352	The Automobile Association	private company limited by shares; business; enterprise; public limited company; business	978-0-86145	Acromas Holdings			The AA | The Automobile Association Limited | Automobile Association (United Kingdom)		
		yes		2	imprint?	mismatch	978-0-7500	Q1756332	Simon & Schuster	publishing house; book publisher	978-1-4165;978-1-4516;978-1-84739;978-1-84983;978-1-5011;978-1-9821;978-981-4035;978-981-4024;978-981-4009;978-981-3076;978-981-3026;978-1-970188;978-1-970187;978-1-958698;978-1-925791;978-1-925750;978-1-925685;978-1-925640;978-1-925596;978-1-925533;978-1-925456;978-1-925368;978-1-925310;978-1-925184;978-1-925030;978-1-922052;978-1-921470;978-1-903650;978-1-84738;978-1-84737;978-1-76163;978-1-76142;978-1-76110;978-1-76085;978-1-60550;978-1-59869;978-1-59337;978-1-58062;978-1-55850;978-1-7971;978-1-7214;978-1-6682;978-1-6681;978-1-6680;978-1-6659;978-1-5344;978-1-5082;978-1-5072;978-1-4814;978-1-4767;978-1-4711;978-1-4424;978-1-4423;978-1-4405;978-1-4391;978-1-4169;978-1-3985;978-1-0493;978-0-9566276;978-0-9562877;978-0-9559446;978-0-949924;978-0-937860;978-0-914676;978-0-88138;978-0-86417;978-0-85720;978-0-85707;978-0-7501;978-0-7435;978-0-7434;978-0-7432;978-0-7318;978-0-689;978-0-684;978-0-671;978-0-02;979-8-9866017;979-8-3472;979-8-3471	Paramount Global; CBS Corporation; Viacom; Paramount Communications; Gulf and Western Industries; Kohlberg Kravis Roberts					
				1	imprint?	missing	978-0-7518	Q919304	British Geological Survey	geological survey; government agency		Natural Environment Research Council			Geological Survey of Great Britain | The Geological Survey | BGS | Institute of Geological Sciences		
		yes		3	imprint?	missing	978-0-7520	Q911673	Longman	publishing house; family; organization		Pearson Education			Longman & Co. | Messrs. Longmans, Green & Co. | Longmans, Green & Co. | Longmans, Green, Reader, and Dyer | Longman, Hurst, Rees, Orme, Brown, and Green | Longman, Hurst, Rees, Orme, Brown & Green | Longman, Hurst, Rees, & Orme | Longman, Hurst & Co., Paternoster Row, London | Longman, Hurst, Rees and Orme | Longmans | Longmans, Green & Company | Longmans, Green & Co | Longmans, Green, and Co. | Longmans Green & Co Ltd | Longman and Co.		
		yes		2	imprint?	mismatch	978-0-7528	Q861799	Orion Books	publishing house	978-1-4091;978-1-78022;978-2-36149	Hachette			Orion | Orion Books		
		yes		1	imprint?	missing	978-0-7530	Q174570	London School of Economics	public research university; higher education institution; educational organization		University of London			LSE | London School of Economics | London School of Economics & Political Science		
		yes		2	imprint?	missing	978-0-7537	Q17009345	Octopus Publishing Group	publishing house		Lagardère Group					
	Q139067397	yes		2	imprint?	mismatch	978-0-7538	Q861799	Phoenix Books	publishing house	978-1-4091;978-1-78022;978-2-36149	Hachette			Orion | Orion Books		
		yes		2	imprint?	missing	978-0-7624	Q7379979	Running Press	business; publishing house		Perseus Books Group					
		yes		2	imprint?	missing	978-0-7625	Q7379979	Running Press	business; publishing house		Perseus Books Group					
		yes		1	imprint?	missing	978-0-7637	Q6275104	Jones and Bartlett Publishers	education company; publishing house		Ascend Learning			Jones and Bartlett Publishers		
				2	imprint?	missing	978-0-7678	Q734401	Columbia Tristar Home Entertainment	subsidiary company		Sony Corporation of America			SPHE		
		yes		2	imprint?	mismatch	978-0-7700	Q17153156	McGraw-Hill	business; book publisher; enterprise	978-0-07	McGraw Hill Book Company; Apollo Global Management; Platinum Equity	McGraw-Hill Companies		Open University Press | McGraw-Hill/Irwin | McGraw Hill LLC | MHE | McGraw-Hill		
		yes		1	imprint?	mismatch	978-0-7704	Q6800322	McClelland and Stewart	book publisher	978-0-7710	Bertelsmann			McClelland & Goodchild | McClelland and Stewart | McClelland, Goodchild and Stewart | McClelland, Goodchild & Stewart		
	Q6724744	yes		6	imprint?	mismatch	978-0-7705	Q2108217	Macmillan Publishers	publishing house; academic publisher	978-1-4050;978-1-85283	Holtzbrinck Publishing Group		Wiley	Macmillan Publishers Ltd | The Macmillan Group | Macmillan Company | Macmillan Publishers Limited | Macmillan Group | Macmillan Publishers Ltd. | Minotaur Books | Macmillan | Macmillan & Co. | Macmillan and Co. | Macmillan And company limited | Macmillan Company Limited | MACMILLAN AND Co., LIMITED		
		yes		6	imprint?	mismatch	978-0-7723	Q2108217	Macmillan Publishers	publishing house; academic publisher	978-1-4050;978-1-85283	Holtzbrinck Publishing Group		Wiley	Macmillan Publishers Ltd | The Macmillan Group | Macmillan Company | Macmillan Publishers Limited | Macmillan Group | Macmillan Publishers Ltd. | Minotaur Books | Macmillan | Macmillan & Co. | Macmillan and Co. | Macmillan And company limited | Macmillan Company Limited | MACMILLAN AND Co., LIMITED		
				1	imprint?	missing	978-0-7744	Q7094796	Ontario Institute for Studies in Education	Teachers' seminar; university building; graduate school; faculty		University of Toronto			OISE/UT | Ontario Institute for Studies in Education of the University of Toronto | Ontario Institute for Studies in Education, University of Toronto | OISE | Institute for Studies in Education		
		yes		1	imprint?	mismatch	978-0-7783	Q6872193	Mira Books	publishing house; imprint	978-1-55166;978-1-84845	Harlequin Enterprises					
				1	imprint?	missing	978-0-7832	Q4005797	Universal Studios Home Entertainment	media distributor		NBCUniversal			Universal Pictures Home Entertainment | UPHE		
		yes		1	imprint?	mismatch	978-0-7852	Q2648991	Thomas Nelson (publisher)	publishing house	978-0-17;978-0-8407;978-1-59145	HarperCollins	T. C. & E. C. Jack		Thomas Nelson & Sons | Nelson		
	Q3030460	yes		1	imprint?	mismatch	978-0-7868	Q7888605	Disney Hyperion	business; publishing house	978-1-368;978-1-4231;978-1-4847;978-1-892309;978-1-931580	Disney Consumer Products			The Disney Publishing Group | Buena Vista Publishing Group | Disney Hyperion books for children | Disney Editions		
		yes		3	imprint?	missing	978-0-7876	Q2077283	Gale (Cengage)	publishing house		Cengage Group; International Thomson Organization; International Thomson Publishing Corporation					
				2	imprint?	mismatch	978-0-7897	Q6420723	Que Publishing	educational publishing company	978-1-4058;978-2-7440;978-2-84211;978-2-326	Pearson plc					
				1	imprint?	missing	978-0-7907	Q1188361	Warner Home Video	business		WarnerMedia			WCI Home Video | Warner Home Video | WBHE | Warner Bros. Discovery Home Entertainment, Inc.		
				1	imprint?	missing	978-0-7921	Q7135332	Paramount Home Video	subsidiary company; film distributor		Paramount Pictures			Paramount Home Video | Paramount Video | Paramount Home Media Distribution		
				2	imprint?	missing	978-0-8001	Q734401	Sony Pictures Home Entertainment	subsidiary company		Sony Corporation of America			SPHE		
		yes		3	imprint?	missing	978-0-8013	Q911673	Longman	publishing house; family; organization		Pearson Education			Longman & Co. | Messrs. Longmans, Green & Co. | Longmans, Green & Co. | Longmans, Green, Reader, and Dyer | Longman, Hurst, Rees, Orme, Brown, and Green | Longman, Hurst, Rees, Orme, Brown & Green | Longman, Hurst, Rees, & Orme | Longman, Hurst & Co., Paternoster Row, London | Longman, Hurst, Rees and Orme | Longmans | Longmans, Green & Company | Longmans, Green & Co | Longmans, Green, and Co. | Longmans Green & Co Ltd | Longman and Co.		
		yes		1	imprint?	missing	978-0-8037	Q5270470	Dial Press	publishing house		Dell Publishing					
		yes		1	imprint?	mismatch	978-0-8038	Q5463836	Focal Press	publishing house	978-0-240	Elsevier; Taylor & Francis					
		yes		1	imprint?	missing	978-0-8050	Q3132837	Henry Holt and Company	book publisher; publishing house		Holtzbrinck Publishing Group		Holt, Rinehart, and Winston	Henry Holt & Company | Henry Holt & Co. | Henry Holt and Co.		
		yes		3	imprint?	missing	978-0-8057	Q2077283	Twayne Publishers	publishing house		Cengage Group; International Thomson Organization; International Thomson Publishing Corporation					
		yes		1	imprint?	missing	978-0-8080	Q5009583	CCH (company)	publishing house; software company		Wolters Kluwer			Commerce Clearing House		
		yes		3	imprint?	missing	978-0-8103	Q2077283	Gale (Cengage)	publishing house		Cengage Group; International Thomson Organization; International Thomson Publishing Corporation					
		yes		1	imprint?	missing	978-0-8109	Q4669411	ABRAMS Books	business; publishing house; book distributor		La Martinière Groupe	Harry N. Abrams		Harry N. Abrams, Inc. | Abrams, H.N. Abrams | Harry N. Abrams		
		yes		1	imprint?	missing	978-0-8122	Q2037236	University of Pennsylvania Press	university press; publishing house; nonprofit organization		University of Pennsylvania			Penn Press		
		yes		1	imprint?	missing	978-0-8147	Q7014807	New York University Press	university press; website		New York University					
		yes		1	imprint?	missing	978-0-8176	Q370287	Birkhäuser Verlag	publishing house; book publisher; academic publisher		Springer Science+Business Media			Birkhäuser Verlag GmbH		
		yes		1	imprint?	missing	978-0-8179	Q1147088	Hoover Institution Press	think tank; nonprofit organization; research center; library; research institute		Stanford University			Hoover Institution on War, Revolution, and Peace | Hoover Institution Library and Archives | Hoover Institution on War Revolution and Peace		
		yes		5	imprint?	mismatch	978-0-8205	Q683146	LexisNexis	publishing house; legal information system	978-1-4057;978-2-7110;978-2-910179	RELX			Lexis | LexisNexis Legal & Professional | Lexis Advance | Lexis Practice Advisor | CourtLink | CaseMap | nexis.com | CounselLink | Nexis Direct | LexisNexis GmbH | Lexis Plus		
		yes		1	imprint?	missing	978-0-8229	Q7896130	University of Pittsburgh Press	university press		University of Pittsburgh					
		yes		1	imprint?	missing	978-0-8232	Q3077116	Fordham University Press	university press		Fordham University					
		yes		2	imprint?	mismatch	978-0-8261	Q176916	Springer Science+Business Media	publishing house; book publisher; academic publisher	978-1-4020;978-1-4419;978-1-85233	Q21096327			Springer | Kluwer Academic Publishers | Springer SBM | Springer-Verlag Berlin Heidelberg | Verlag von Julius Springer | Springer-Verlag		
		yes		1	imprint?	missing	978-0-8262	Q7895837	University of Missouri Press	university press		University of Missouri					
		yes		1	imprint?	missing	978-0-8266	Q2897080	Kehot Publication Society	publishing house		Chabad Lubavitch			Kehot		
		yes		1	imprint?	missing	978-0-8285	Q2440867	Mir Publishers	business; publishing house		Rostec	Metallurgiya publishers; Foreign Languages Publishing House; Foreign Languages Publishing House				
		yes		2	imprint?	missing	978-0-8299	Q7984204	Thomson West	publishing house		Thomson Reuters; The Thomson Corporation			West Publishing | West Publishing Co | Thomson West | West Information Publishing Group | West Group		
		yes		1	imprint?	missing	978-0-8352	Q21809557	R.R. Bowker	publishing house; business		Cambridge Information Group					
				4	imprint?	missing	978-0-8357	Q2111400	University Microfilms International	privately held company; online database		Cambridge Information Group; Clarivate	University Microfilms International		ProQuest LLC		
		yes		1	imprint?	missing	978-0-85223	Q5332118	Ebury Press	publishing house		Penguin Random House					
		yes		2	imprint?	mismatch	978-0-85941	Q1756332	Simon & Schuster	publishing house; book publisher	978-1-4165;978-1-4516;978-1-84739;978-1-84983;978-1-5011;978-1-9821;978-981-4035;978-981-4024;978-981-4009;978-981-3076;978-981-3026;978-1-970188;978-1-970187;978-1-958698;978-1-925791;978-1-925750;978-1-925685;978-1-925640;978-1-925596;978-1-925533;978-1-925456;978-1-925368;978-1-925310;978-1-925184;978-1-925030;978-1-922052;978-1-921470;978-1-903650;978-1-84738;978-1-84737;978-1-76163;978-1-76142;978-1-76110;978-1-76085;978-1-60550;978-1-59869;978-1-59337;978-1-58062;978-1-55850;978-1-7971;978-1-7214;978-1-6682;978-1-6681;978-1-6680;978-1-6659;978-1-5344;978-1-5082;978-1-5072;978-1-4814;978-1-4767;978-1-4711;978-1-4424;978-1-4423;978-1-4405;978-1-4391;978-1-4169;978-1-3985;978-1-0493;978-0-9566276;978-0-9562877;978-0-9559446;978-0-949924;978-0-937860;978-0-914676;978-0-88138;978-0-86417;978-0-85720;978-0-85707;978-0-7501;978-0-7435;978-0-7434;978-0-7432;978-0-7318;978-0-689;978-0-684;978-0-671;978-0-02;979-8-9866017;979-8-3472;979-8-3471	Paramount Global; CBS Corporation; Viacom; Paramount Communications; Gulf and Western Industries; Kohlberg Kravis Roberts					
				1	imprint?	missing	978-0-86367	Q7696245	Telegraph Group	business; media company		Press Holdings; Axel Springer SE			Telegraph Media Group Limited | TMG		
		yes		1	imprint?	mismatch	978-0-87135	Q173496	Marvel Comics	comics publishing company; publishing house	978-1-302;978-0-7851	Marvel Entertainment	Atlas Comics		Marvel Publishing, Inc. | Marvel Comics Group | Zenith Publishing Corporation | Olympia Publications, Inc. | Leading Magazine Corporation | Mutual Magazine Corporation | 20th Century Comic Corporation | Animirth Comics, Inc. | Bard Publishing Corp. | Canam Publishers Sales Corp. | Chipiden Publishing Corp. | Classic Syndicate, Inc. | Current Detective Stories, Inc. | Interstate Publishing Corp. | Magazine Management Co., Inc. | Male Publishing Corp. | Manvis Publications, Inc. | Newsstand Publications, Inc. | Non-Pareil Publishing Corp. | Prime Publications, Inc. | Sphere Publications, Inc. | U.S.A. Comic Magazine Corp. | Vista Publications, Inc. | Western Fiction Publishing Co., Inc.		
		yes		1	imprint?	missing	978-0-89526	Q3579498	Regnery Publishing	publishing house; book publisher		Salem Media Group			H. Regnery Co. | Henry Regnery Company | Regnery Gateway		
		yes		1	imprint?	missing	978-0-902205	Q1028334	Cambridge University Library	academic library; publishing house		University of Cambridge					
	Q7809739	yes		6	imprint?	missing	978-0-907610	Q66731094	Titan Books	publishing house; comics publishing company; book publisher		Titan Entertainment Group; Bertelsmann			Titan Comics		
				1	imprint?	missing	978-1-4001	Q7683856	Tantor Media	audiobook publisher		RBMedia			Tantor Media, Inc.		
		yes		1	imprint?	missing	978-1-4025	Q17109628	Recorded Books	audiobook publisher; imprint		RBMedia			Recorded Books, Inc.		
	Q4740832	yes		1	imprint?	mismatch	978-1-4196	Q15803989	BookSurge	self-publishing platform; publishing house	978-1-7171	Amazon			On-Demand Publishing, LLC | BookSurge | ‎CreateSpace Independent Publishing Platform | CreateSpace.com		
		yes		3	imprint?	mismatch	978-1-4215	Q660288	Viz Media	business; publishing house; company	978-1-56931;978-0-929279	Shogakukan			Viz Media LLC | VIZ Media | VIZ Communications | Viz Comics | VIZ | Viz | Viz Media		
	Q4034234	yes		2	imprint?	missing	978-1-4302	Q21096327	Apress	publishing house; academic publisher; open-access publisher		Holtzbrinck Publishing Group			Springer Nature Group		
		yes		6	imprint?	mismatch	978-1-4576	Q2108217	Macmillan Publishers	publishing house; academic publisher	978-1-4050;978-1-85283	Holtzbrinck Publishing Group		Wiley	Macmillan Publishers Ltd | The Macmillan Group | Macmillan Company | Macmillan Publishers Limited | Macmillan Group | Macmillan Publishers Ltd. | Minotaur Books | Macmillan | Macmillan & Co. | Macmillan and Co. | Macmillan And company limited | Macmillan Company Limited | MACMILLAN AND Co., LIMITED		
	Q111621509	yes		1	imprint?	mismatch	978-1-4721	Q5163465	Constable (publisher)	publishing house	978-1-84119	Little, Brown and Company	Archibald Constable & Co.				
		yes		1	imprint?	mismatch	978-1-4732	Q2522363	Victor Gollancz Ltd	comics publishing company; book publisher; imprint	978-0-575;978-1-85797;978-1-85798	Orion Publishing Group			Victor Gollancz Ltd | Victor Gollancz		
	Q87722563	yes		1	imprint?	missing	978-1-56098	Q131626	Smithsonian Institution Press	institution; business; nonprofit organization; museum		Federal Government of the United States			Smithsonian | The Smithsonian		
				1	imprint?	missing	978-1-58189	Q2264873	Vivendi Games	business; video game developer		Vivendi			VU Games | Universal Interactive Studios | 20th Century Fox Games | Vivendi Universal Games, Inc.		
	Q4034234	yes		2	imprint?	missing	978-1-59059	Q21096327	Apress	publishing house; academic publisher; open-access publisher		Holtzbrinck Publishing Group			Springer Nature Group		
		yes		3	imprint?	mismatch	978-1-59116	Q660288	Viz Media	business; publishing house; company	978-1-56931;978-0-929279	Shogakukan			Viz Media LLC | VIZ Media | VIZ Communications | Viz Comics | VIZ | Viz | Viz Media		
		yes		1	imprint?	missing	978-1-59780	Q7033446	Night Shade Books	imprint; book publisher		Skyhorse Publishing					
		yes		1	imprint?	mismatch	978-1-62972	Q3845315	Deseret Book	book publisher	978-0-87579;978-1-57008;978-1-59038	Deseret Management Corporation					
		yes		10	imprint?	mismatch	978-1-64729	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
	Q7809739	yes		6	imprint?	missing	978-1-78329	Q66731094	Titan Books	publishing house; comics publishing company; book publisher		Titan Entertainment Group; Bertelsmann			Titan Comics		
		yes		2	imprint?	mismatch	978-1-78416	Q7835466	Transworld Publishers	publishing house; book publisher	978-1-905811	Penguin Random House					
		yes		2	imprint?	missing	978-1-78472	Q17009345	Octopus Books	publishing house		Lagardère Group					
	Q7809739	yes		6	imprint?	missing	978-1-84023	Q66731094	Titan Books	publishing house; comics publishing company; book publisher		Titan Entertainment Group; Bertelsmann			Titan Comics		
	Q3817364	yes		5	imprint?	mismatch	978-1-84340	Q95149	Anova Books	book publisher	978-0-00;978-0-06;978-1-85702	News Corp					
		yes		1	imprint?	mismatch	978-1-84465	Q1076074	Acumen Publishing	publishing house; book publisher; open-access publisher	978-0-230;978-0-333;978-1-4039	Macmillan Publishers; Q21096327					
	Q7809739	yes		6	imprint?	missing	978-1-84576	Q66731094	Titan Books	publishing house; comics publishing company; book publisher		Titan Entertainment Group; Bertelsmann			Titan Comics		
		yes		3	imprint?	missing	978-1-84590	Q5189454	Crown House Publishing	publishing house		Penguin Random House; Random House			Crown Business | Crown Publishers		
		yes		2	imprint?	missing	978-1-84771	Q7896557	University of Wales Press	university press; publishing house		University of Wales Trinity Saint David					
	Q7809739	yes		6	imprint?	missing	978-1-84856	Q66731094	Titan Books	publishing house; comics publishing company; book publisher		Titan Entertainment Group; Bertelsmann			Titan Comics		
	Q7809739	yes		6	imprint?	missing	978-1-85286	Q66731094	Titan Books	publishing house; comics publishing company; book publisher		Titan Entertainment Group; Bertelsmann			Titan Comics		
	Q744182	yes		1	imprint?	mismatch	978-1-86230	Q3560313	Anchor Books	imprint	978-1-78470;978-0-307;978-0-09;978-0-394	Penguin Random House			Vintage | RHNZ Vintage		
		yes		10	imprint?	mismatch	978-1-932234	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-934287	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-935654	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-939130	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-941220	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-942993	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-945054	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		10	imprint?	mismatch	978-1-947194	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
